full_text,cleasing,case_folding,tokenize,Filtering/stopword removal,stemming_data,Sentiment
 Selamat kepada Prabowo-Gibran atas penetapan KPU sebagai Presiden terpilih 2024! Kami yakin kepemimpinan mereka akan membawa Indonesia menuju masa depan yang lebih baik. #PrabowoGibran #PresidenTerpilih #IndonesiaMaju https://t.co/Jw4OWM75S2, Selamat kepada PrabowoGibran atas penetapan KPU sebagai Presiden terpilih  Kami yakin kepemimpinan mereka akan membawa Indonesia menuju masa depan yang lebih baik PrabowoGibran PresidenTerpilih IndonesiaMaju , selamat kepada prabowogibran atas penetapan kpu sebagai presiden terpilih  kami yakin kepemimpinan mereka akan membawa indonesia menuju masa depan yang lebih baik prabowogibran presidenterpilih indonesiamaju ,"['selamat', 'kepada', 'prabowogibran', 'atas', 'penetapan', 'kpu', 'sebagai', 'presiden', 'terpilih', 'kami', 'yakin', 'kepemimpinan', 'mereka', 'akan', 'membawa', 'indonesia', 'menuju', 'masa', 'depan', 'yang', 'lebih', 'baik', 'prabowogibran', 'presidenterpilih', 'indonesiamaju']","['selamat', 'prabowogibran', 'penetapan', 'kpu', 'presiden', 'terpilih', 'kepemimpinan', 'membawa', 'indonesia', 'prabowogibran', 'presidenterpilih', 'indonesiamaju']",selamat prabowogibran penetapan kpu presiden terpilih kepemimpinan membawa indonesia prabowogibran presidenterpilih indonesiamaju,Positive
Dosen Universitas Catur Insan Cendikia Cirebon Dr Taufan Hunneman menawarkan konsep Kabinet Zaken untuk Presiden Terpilih Prabowo dan Wakil Presiden Terpilih Gibran periode 2024 - 2029. Konsep kabinet zaken (belanda) ini dilakukan dengan merekrut orang-orang yang memang dari https://t.co/vas2cCjVCm,Dosen Universitas Catur Insan Cendikia Cirebon Dr Taufan Hunneman menawarkan konsep Kabinet Zaken untuk Presiden Terpilih Prabowo dan Wakil Presiden Terpilih Gibran periode    Konsep kabinet zaken belanda ini dilakukan dengan merekrut orangorang yang memang dari ,dosen universitas catur insan cendikia cirebon dr taufan hunneman menawarkan konsep kabinet zaken untuk presiden terpilih prabowo dan wakil presiden terpilih gibran periode    konsep kabinet zaken belanda ini dilakukan dengan merekrut orangorang yang memang dari ,"['dosen', 'universitas', 'catur', 'insan', 'cendikia', 'cirebon', 'dr', 'taufan', 'hunneman', 'menawarkan', 'konsep', 'kabinet', 'zaken', 'untuk', 'presiden', 'terpilih', 'prabowo', 'dan', 'wakil', 'presiden', 'terpilih', 'gibran', 'periode', 'konsep', 'kabinet', 'zaken', 'belanda', 'ini', 'dilakukan', 'dengan', 'merekrut', 'orangorang', 'yang', 'memang', 'dari']","['dosen', 'universitas', 'catur', 'insan', 'cendikia', 'cirebon', 'dr', 'taufan', 'hunneman', 'menawarkan', 'konsep', 'kabinet', 'zaken', 'presiden', 'terpilih', 'prabowo', 'wakil', 'presiden', 'terpilih', 'gibran', 'periode', 'konsep', 'kabinet', 'zaken', 'belanda', 'merekrut', 'orangorang']",dosen universitas catur insan cendikia cirebon dr taufan hunneman menawarkan konsep kabinet zaken presiden terpilih prabowo wakil presiden terpilih gibran periode konsep kabinet zaken belanda merekrut orangorang,
Wakil Presiden terpilih Gibran Rakabuming tak banyak berkomentar soal rencana pembentukan koalisi di pemerintahannya bersama Presiden terpilih Prabowo Subianto. Gibran mengaku masih fokus menyelesaikan tugasnya sebagai Wali Kota Solo. YLD #iNews #GibranRakabumingRaka #Koalisi https://t.co/4RgpY8dfZM,Wakil Presiden terpilih Gibran Rakabuming tak banyak berkomentar soal rencana pembentukan koalisi di pemerintahannya bersama Presiden terpilih Prabowo Subianto Gibran mengaku masih fokus menyelesaikan tugasnya sebagai Wali Kota Solo YLD iNews GibranRakabumingRaka Koalisi ,wakil presiden terpilih gibran rakabuming tak banyak berkomentar soal rencana pembentukan koalisi di pemerintahannya bersama presiden terpilih prabowo subianto gibran mengaku masih fokus menyelesaikan tugasnya sebagai wali kota solo yld inews gibranrakabumingraka koalisi ,"['wakil', 'presiden', 'terpilih', 'gibran', 'rakabuming', 'tak', 'banyak', 'berkomentar', 'soal', 'rencana', 'pembentukan', 'koalisi', 'di', 'pemerintahannya', 'bersama', 'presiden', 'terpilih', 'prabowo', 'subianto', 'gibran', 'mengaku', 'masih', 'fokus', 'menyelesaikan', 'tugasnya', 'sebagai', 'wali', 'kota', 'solo', 'yld', 'inews', 'gibranrakabumingraka', 'koalisi']","['wakil', 'presiden', 'terpilih', 'gibran', 'rakabuming', 'berkomentar', 'rencana', 'pembentukan', 'koalisi', 'pemerintahannya', 'presiden', 'terpilih', 'prabowo', 'subianto', 'gibran', 'mengaku', 'fokus', 'menyelesaikan', 'tugasnya', 'wali', 'kota', 'solo', 'yld', 'inews', 'gibranrakabumingraka', 'koalisi']",wakil presiden terpilih gibran rakabuming berkomentar rencana pembentukan koalisi pemerintahannya presiden terpilih prabowo subianto gibran mengaku fokus menyelesaikan tugasnya wali kota solo yld inews gibranrakabumingraka koalisi,Positive
Prabowo - Gibran Ditetapkan KPU Sebagai Presiden dan Wapres terpilih #Pemilu2024 #DukungPemilu2024 #Pilpres2024 https://t.co/X5PxNCp2aA,Prabowo  Gibran Ditetapkan KPU Sebagai Presiden dan Wapres terpilih Pemilu DukungPemilu Pilpres ,prabowo  gibran ditetapkan kpu sebagai presiden dan wapres terpilih pemilu dukungpemilu pilpres ,"['prabowo', 'gibran', 'ditetapkan', 'kpu', 'sebagai', 'presiden', 'dan', 'wapres', 'terpilih', 'pemilu', 'dukungpemilu', 'pilpres']","['prabowo', 'gibran', 'ditetapkan', 'kpu', 'presiden', 'wapres', 'terpilih', 'pemilu', 'dukungpemilu', 'pilpres']",prabowo gibran ditetapkan kpu presiden wapres terpilih pemilu dukungpemilu pilpres,Positive
Putusan MK menetapkan hasil Pemilu 2024 sah Prabowo-Gibran jadi Presiden dan wakil presiden terpilih. #Pemiludamai #keputusanMKsah https://t.co/OBq98LgPMX,Putusan MK menetapkan hasil Pemilu  sah PrabowoGibran jadi Presiden dan wakil presiden terpilih Pemiludamai keputusanMKsah ,putusan mk menetapkan hasil pemilu  sah prabowogibran jadi presiden dan wakil presiden terpilih pemiludamai keputusanmksah ,"['putusan', 'mk', 'menetapkan', 'hasil', 'pemilu', 'sah', 'prabowogibran', 'jadi', 'presiden', 'dan', 'wakil', 'presiden', 'terpilih', 'pemiludamai', 'keputusanmksah']","['putusan', 'mk', 'menetapkan', 'hasil', 'pemilu', 'sah', 'prabowogibran', 'presiden', 'wakil', 'presiden', 'terpilih', 'pemiludamai', 'keputusanmksah']",putusan mk menetapkan hasil pemilu sah prabowogibran presiden wakil presiden terpilih pemiludamai keputusanmksah,Positive
@RagilSemar saya setuju agar Wapres terpilih Gibran dibikinin Istana di IKN agar nggk gerecokin Presiden terpilih Prabowo. Jadi Istana Presiden di Jakarta and Instana Wapres di IKN. Cuocok banget ini. ,RagilSemar saya setuju agar Wapres terpilih Gibran dibikinin Istana di IKN agar nggk gerecokin Presiden terpilih Prabowo Jadi Istana Presiden di Jakarta and Instana Wapres di IKN Cuocok banget ini ,ragilsemar saya setuju agar wapres terpilih gibran dibikinin istana di ikn agar nggk gerecokin presiden terpilih prabowo jadi istana presiden di jakarta and instana wapres di ikn cuocok banget ini ,"['ragilsemar', 'saya', 'setuju', 'agar', 'wapres', 'terpilih', 'gibran', 'dibikinin', 'istana', 'di', 'ikn', 'agar', 'nggk', 'gerecokin', 'presiden', 'terpilih', 'prabowo', 'jadi', 'istana', 'presiden', 'di', 'jakarta', 'and', 'instana', 'wapres', 'di', 'ikn', 'cuocok', 'banget', 'ini']","['ragilsemar', 'setuju', 'wapres', 'terpilih', 'gibran', 'dibikinin', 'istana', 'ikn', 'nggk', 'gerecokin', 'presiden', 'terpilih', 'prabowo', 'istana', 'presiden', 'jakarta', 'and', 'instana', 'wapres', 'ikn', 'cuocok', 'banget']",ragilsemar setuju wapres terpilih gibran dibikinin istana ikn nggk gerecokin presiden terpilih prabowo istana presiden jakarta and instana wapres ikn cuocok banget,Positive
ICMI harap Presiden-Wapres terpilih pada Pemilu 2024 Prabowo-Gibran kembali satukan bangsa untuk pembangunan #PemiluIndonesia #PemiluJujur 5 Mei Ribka Pegang Sinovac Bangtan Alfamart SOUTH KOREA Bangtan Congratulations FC https://t.co/KqZQPniBgp,ICMI harap PresidenWapres terpilih pada Pemilu  PrabowoGibran kembali satukan bangsa untuk pembangunan PemiluIndonesia PemiluJujur  Mei Ribka Pegang Sinovac Bangtan Alfamart SOUTH KOREA Bangtan Congratulations FC ,icmi harap presidenwapres terpilih pada pemilu  prabowogibran kembali satukan bangsa untuk pembangunan pemiluindonesia pemilujujur  mei ribka pegang sinovac bangtan alfamart south korea bangtan congratulations fc ,"['icmi', 'harap', 'presidenwapres', 'terpilih', 'pada', 'pemilu', 'prabowogibran', 'kembali', 'satukan', 'bangsa', 'untuk', 'pembangunan', 'pemiluindonesia', 'pemilujujur', 'mei', 'ribka', 'pegang', 'sinovac', 'bangtan', 'alfamart', 'south', 'korea', 'bangtan', 'congratulations', 'fc']","['icmi', 'harap', 'presidenwapres', 'terpilih', 'pemilu', 'prabowogibran', 'satukan', 'bangsa', 'pembangunan', 'pemiluindonesia', 'pemilujujur', 'mei', 'ribka', 'pegang', 'sinovac', 'bangtan', 'alfamart', 'south', 'korea', 'bangtan', 'congratulations', 'fc']",icmi harap presidenwapres terpilih pemilu prabowogibran satukan bangsa pembangunan pemiluindonesia pemilujujur mei ribka pegang sinovac bangtan alfamart south korea bangtan congratulations fc,Negative
Pesan Habib Bahar bin Smith Usai Prabowo Jadi Presiden Terpilih: Habib Bahar bin Smith menyampaikan pesan khusus kepada para pengikutnya usai pasangan Prabowo Subianto dan Gibran Rakabuming terpilih sebagai Presiden dan Wakil Presiden RI periode 2024-2029. https://t.co/hw71WNg0QX https://t.co/Rur7CLt31B,Pesan Habib Bahar bin Smith Usai Prabowo Jadi Presiden Terpilih Habib Bahar bin Smith menyampaikan pesan khusus kepada para pengikutnya usai pasangan Prabowo Subianto dan Gibran Rakabuming terpilih sebagai Presiden dan Wakil Presiden RI periode   ,pesan habib bahar bin smith usai prabowo jadi presiden terpilih habib bahar bin smith menyampaikan pesan khusus kepada para pengikutnya usai pasangan prabowo subianto dan gibran rakabuming terpilih sebagai presiden dan wakil presiden ri periode   ,"['pesan', 'habib', 'bahar', 'bin', 'smith', 'usai', 'prabowo', 'jadi', 'presiden', 'terpilih', 'habib', 'bahar', 'bin', 'smith', 'menyampaikan', 'pesan', 'khusus', 'kepada', 'para', 'pengikutnya', 'usai', 'pasangan', 'prabowo', 'subianto', 'dan', 'gibran', 'rakabuming', 'terpilih', 'sebagai', 'presiden', 'dan', 'wakil', 'presiden', 'ri', 'periode']","['pesan', 'habib', 'bahar', 'bin', 'smith', 'prabowo', 'presiden', 'terpilih', 'habib', 'bahar', 'bin', 'smith', 'pesan', 'khusus', 'pengikutnya', 'pasangan', 'prabowo', 'subianto', 'gibran', 'rakabuming', 'terpilih', 'presiden', 'wakil', 'presiden', 'ri', 'periode']",pesan habib bahar bin smith prabowo presiden terpilih habib bahar bin smith pesan khusus pengikutnya pasangan prabowo subianto gibran rakabuming terpilih presiden wakil presiden ri periode,Positive
PDI-P Sebut Prabowo-Gibran Bisa Tak Dilantik Pimpinan MPR Angkat Bicara Menurut UU Pemilu MPR harus melantik presiden terpilih yang sudah ditetapkan oleh KPU hasil pemilu ujar Syarief saat dimintai konfirmasi https://t.co/bkt58HezvH Kamis (2/5/2024). https://t.co/yDbhiM0dVB,PDIP Sebut PrabowoGibran Bisa Tak Dilantik Pimpinan MPR Angkat Bicara Menurut UU Pemilu MPR harus melantik presiden terpilih yang sudah ditetapkan oleh KPU hasil pemilu ujar Syarief saat dimintai konfirmasi  Kamis  ,pdip sebut prabowogibran bisa tak dilantik pimpinan mpr angkat bicara menurut uu pemilu mpr harus melantik presiden terpilih yang sudah ditetapkan oleh kpu hasil pemilu ujar syarief saat dimintai konfirmasi  kamis  ,"['pdip', 'sebut', 'prabowogibran', 'bisa', 'tak', 'dilantik', 'pimpinan', 'mpr', 'angkat', 'bicara', 'menurut', 'uu', 'pemilu', 'mpr', 'harus', 'melantik', 'presiden', 'terpilih', 'yang', 'sudah', 'ditetapkan', 'oleh', 'kpu', 'hasil', 'pemilu', 'ujar', 'syarief', 'saat', 'dimintai', 'konfirmasi', 'kamis']","['pdip', 'prabowogibran', 'dilantik', 'pimpinan', 'mpr', 'angkat', 'bicara', 'uu', 'pemilu', 'mpr', 'melantik', 'presiden', 'terpilih', 'ditetapkan', 'kpu', 'hasil', 'pemilu', 'syarief', 'konfirmasi', 'kamis']",pdip prabowogibran dilantik pimpinan mpr angkat bicara uu pemilu mpr melantik presiden terpilih ditetapkan kpu hasil pemilu syarief konfirmasi kamis,Positive
Ketua Tim Kampanye Nasional (TKN) Prabowo-Gibran Rosan Roeslani mendukung penuh wacana agar Presiden dan Wakil Presiden RI terpilih Prabowo Subianto dan Gibran Rakabuming Raka melibatkan mantan presiden sebelumnya dalam penyusunan kabinet pemerintahan mendatang. #prabowogibran https://t.co/QMleAVnlCv,Ketua Tim Kampanye Nasional TKN PrabowoGibran Rosan Roeslani mendukung penuh wacana agar Presiden dan Wakil Presiden RI terpilih Prabowo Subianto dan Gibran Rakabuming Raka melibatkan mantan presiden sebelumnya dalam penyusunan kabinet pemerintahan mendatang prabowogibran ,ketua tim kampanye nasional tkn prabowogibran rosan roeslani mendukung penuh wacana agar presiden dan wakil presiden ri terpilih prabowo subianto dan gibran rakabuming raka melibatkan mantan presiden sebelumnya dalam penyusunan kabinet pemerintahan mendatang prabowogibran ,"['ketua', 'tim', 'kampanye', 'nasional', 'tkn', 'prabowogibran', 'rosan', 'roeslani', 'mendukung', 'penuh', 'wacana', 'agar', 'presiden', 'dan', 'wakil', 'presiden', 'ri', 'terpilih', 'prabowo', 'subianto', 'dan', 'gibran', 'rakabuming', 'raka', 'melibatkan', 'mantan', 'presiden', 'sebelumnya', 'dalam', 'penyusunan', 'kabinet', 'pemerintahan', 'mendatang', 'prabowogibran']","['ketua', 'tim', 'kampanye', 'nasional', 'tkn', 'prabowogibran', 'rosan', 'roeslani', 'mendukung', 'penuh', 'wacana', 'presiden', 'wakil', 'presiden', 'ri', 'terpilih', 'prabowo', 'subianto', 'gibran', 'rakabuming', 'raka', 'melibatkan', 'mantan', 'presiden', 'penyusunan', 'kabinet', 'pemerintahan', 'prabowogibran']",ketua tim kampanye nasional tkn prabowogibran rosan roeslani mendukung penuh wacana presiden wakil presiden ri terpilih prabowo subianto gibran rakabuming raka melibatkan mantan presiden penyusunan kabinet pemerintahan prabowogibran,
Ini #Kebumen lho... Fathudin 41 yang membuka lapak di pinggir Jalan Soekarno-Hatta Kebumen. Dia mengaku tak ingin berlama-lama untuk menjajakan foto presiden dan wakil presiden terpilih Prabowo-Gibran. Foto Prabowo-Gibran tersebut dia dapat dari lapak jual beli online. https://t.co/NO0ByCvpoq,Ini Kebumen lho Fathudin  yang membuka lapak di pinggir Jalan SoekarnoHatta Kebumen Dia mengaku tak ingin berlamalama untuk menjajakan foto presiden dan wakil presiden terpilih PrabowoGibran Foto PrabowoGibran tersebut dia dapat dari lapak jual beli online ,ini kebumen lho fathudin  yang membuka lapak di pinggir jalan soekarnohatta kebumen dia mengaku tak ingin berlamalama untuk menjajakan foto presiden dan wakil presiden terpilih prabowogibran foto prabowogibran tersebut dia dapat dari lapak jual beli online ,"['ini', 'kebumen', 'lho', 'fathudin', 'yang', 'membuka', 'lapak', 'di', 'pinggir', 'jalan', 'soekarnohatta', 'kebumen', 'dia', 'mengaku', 'tak', 'ingin', 'berlamalama', 'untuk', 'menjajakan', 'foto', 'presiden', 'dan', 'wakil', 'presiden', 'terpilih', 'prabowogibran', 'foto', 'prabowogibran', 'tersebut', 'dia', 'dapat', 'dari', 'lapak', 'jual', 'beli', 'online']","['kebumen', 'lho', 'fathudin', 'membuka', 'lapak', 'pinggir', 'jalan', 'soekarnohatta', 'kebumen', 'mengaku', 'berlamalama', 'menjajakan', 'foto', 'presiden', 'wakil', 'presiden', 'terpilih', 'prabowogibran', 'foto', 'prabowogibran', 'lapak', 'jual', 'beli', 'online']",kebumen lho fathudin membuka lapak pinggir jalan soekarnohatta kebumen mengaku berlamalama menjajakan foto presiden wakil presiden terpilih prabowogibran foto prabowogibran lapak jual beli online,Positive
Habib Bahar bin Smith Ngaku Dapat Hikmah Dibalik Kemenangan Prabowo-Gibran di Pilpres 2024: Habib Bahar bin Smith mengaku mendapat hikmah usai pasangan Prabowo Subianto dan Gibran Rakabuming Raka terpilih sebagai Presiden dan Wakil Presiden RI periode https://t.co/QbUa59gtz3 https://t.co/EAvGzrHQOP,Habib Bahar bin Smith Ngaku Dapat Hikmah Dibalik Kemenangan PrabowoGibran di Pilpres  Habib Bahar bin Smith mengaku mendapat hikmah usai pasangan Prabowo Subianto dan Gibran Rakabuming Raka terpilih sebagai Presiden dan Wakil Presiden RI periode  ,habib bahar bin smith ngaku dapat hikmah dibalik kemenangan prabowogibran di pilpres  habib bahar bin smith mengaku mendapat hikmah usai pasangan prabowo subianto dan gibran rakabuming raka terpilih sebagai presiden dan wakil presiden ri periode  ,"['habib', 'bahar', 'bin', 'smith', 'ngaku', 'dapat', 'hikmah', 'dibalik', 'kemenangan', 'prabowogibran', 'di', 'pilpres', 'habib', 'bahar', 'bin', 'smith', 'mengaku', 'mendapat', 'hikmah', 'usai', 'pasangan', 'prabowo', 'subianto', 'dan', 'gibran', 'rakabuming', 'raka', 'terpilih', 'sebagai', 'presiden', 'dan', 'wakil', 'presiden', 'ri', 'periode']","['habib', 'bahar', 'bin', 'smith', 'ngaku', 'hikmah', 'dibalik', 'kemenangan', 'prabowogibran', 'pilpres', 'habib', 'bahar', 'bin', 'smith', 'mengaku', 'hikmah', 'pasangan', 'prabowo', 'subianto', 'gibran', 'rakabuming', 'raka', 'terpilih', 'presiden', 'wakil', 'presiden', 'ri', 'periode']",habib bahar bin smith ngaku hikmah dibalik kemenangan prabowogibran pilpres habib bahar bin smith mengaku hikmah pasangan prabowo subianto gibran rakabuming raka terpilih presiden wakil presiden ri periode,Positive
@kalkunjava @DoankWarto @gibran_tweet @mohmahfudmd Gitu aja bodoh. Gibran sbg wapres terpilih meminta pendapat Prabowo sbg presiden terpilih. Perintah atau bukan itu bahasa yg digunakan media agar netizen tertarik membacanya.,kalkunjava DoankWarto gibrantweet mohmahfudmd Gitu aja bodoh Gibran sbg wapres terpilih meminta pendapat Prabowo sbg presiden terpilih Perintah atau bukan itu bahasa yg digunakan media agar netizen tertarik membacanya,kalkunjava doankwarto gibrantweet mohmahfudmd gitu aja bodoh gibran sbg wapres terpilih meminta pendapat prabowo sbg presiden terpilih perintah atau bukan itu bahasa yg digunakan media agar netizen tertarik membacanya,"['kalkunjava', 'doankwarto', 'gibrantweet', 'mohmahfudmd', 'gitu', 'aja', 'bodoh', 'gibran', 'sbg', 'wapres', 'terpilih', 'meminta', 'pendapat', 'prabowo', 'sbg', 'presiden', 'terpilih', 'perintah', 'atau', 'bukan', 'itu', 'bahasa', 'yg', 'digunakan', 'media', 'agar', 'netizen', 'tertarik', 'membacanya']","['kalkunjava', 'doankwarto', 'gibrantweet', 'mohmahfudmd', 'gitu', 'aja', 'bodoh', 'gibran', 'sbg', 'wapres', 'terpilih', 'pendapat', 'prabowo', 'sbg', 'presiden', 'terpilih', 'perintah', 'bahasa', 'yg', 'media', 'netizen', 'tertarik', 'membacanya']",kalkunjava doankwarto gibrantweet mohmahfudmd gitu aja bodoh gibran sbg wapres terpilih pendapat prabowo sbg presiden terpilih perintah bahasa yg media netizen tertarik membacanya,Positive
Pak @gibran_tweet ini nggak paham UUD sebaiknya belajar kewenangan wapres itu apa. Penyusunan kabinet ini kewenangan presiden terpilih @prabowo Seandainya Megawati usulkan liwat A B atau msk kabinet kemudian ditolak Prabowo urusan makin kusut. https://t.co/se5IJt7SEf,Pak gibrantweet ini nggak paham UUD sebaiknya belajar kewenangan wapres itu apa Penyusunan kabinet ini kewenangan presiden terpilih prabowo Seandainya Megawati usulkan liwat A B atau msk kabinet kemudian ditolak Prabowo urusan makin kusut ,pak gibrantweet ini nggak paham uud sebaiknya belajar kewenangan wapres itu apa penyusunan kabinet ini kewenangan presiden terpilih prabowo seandainya megawati usulkan liwat a b atau msk kabinet kemudian ditolak prabowo urusan makin kusut ,"['pak', 'gibrantweet', 'ini', 'nggak', 'paham', 'uud', 'sebaiknya', 'belajar', 'kewenangan', 'wapres', 'itu', 'apa', 'penyusunan', 'kabinet', 'ini', 'kewenangan', 'presiden', 'terpilih', 'prabowo', 'seandainya', 'megawati', 'usulkan', 'liwat', 'a', 'b', 'atau', 'msk', 'kabinet', 'kemudian', 'ditolak', 'prabowo', 'urusan', 'makin', 'kusut']","['gibrantweet', 'nggak', 'paham', 'uud', 'belajar', 'kewenangan', 'wapres', 'penyusunan', 'kabinet', 'kewenangan', 'presiden', 'terpilih', 'prabowo', 'seandainya', 'megawati', 'usulkan', 'liwat', 'a', 'b', 'msk', 'kabinet', 'ditolak', 'prabowo', 'urusan', 'kusut']",gibrantweet nggak paham uud belajar kewenangan wapres penyusunan kabinet kewenangan presiden terpilih prabowo seandainya megawati usulkan liwat a b msk kabinet ditolak prabowo urusan kusut,Negative
Kata Jokowi soal Saran Kabinet Prabowo-Gibran: Kabinet Hak Presiden Terpilih Tapi Usul Boleh https://t.co/nw8BI5sPnb,Kata Jokowi soal Saran Kabinet PrabowoGibran Kabinet Hak Presiden Terpilih Tapi Usul Boleh ,kata jokowi soal saran kabinet prabowogibran kabinet hak presiden terpilih tapi usul boleh ,"['kata', 'jokowi', 'soal', 'saran', 'kabinet', 'prabowogibran', 'kabinet', 'hak', 'presiden', 'terpilih', 'tapi', 'usul', 'boleh']","['jokowi', 'saran', 'kabinet', 'prabowogibran', 'kabinet', 'hak', 'presiden', 'terpilih', 'usul']",jokowi saran kabinet prabowogibran kabinet hak presiden terpilih usul,Negative
Menko Marves Luhut Binsar Pandjaitan memberi masukan untuk pemerintahan Prabowo Subianto-Gibran Rakabuming Raka sebagai Presiden dan Wakil Presiden terpilih. Adapun Luhut mengingatkan Prabowo untuk tidak membawa sosok toxic atau racun di pemerintahannya nanti. (ist) https://t.co/vvPWSd92hL,Menko Marves Luhut Binsar Pandjaitan memberi masukan untuk pemerintahan Prabowo SubiantoGibran Rakabuming Raka sebagai Presiden dan Wakil Presiden terpilih Adapun Luhut mengingatkan Prabowo untuk tidak membawa sosok toxic atau racun di pemerintahannya nanti ist ,menko marves luhut binsar pandjaitan memberi masukan untuk pemerintahan prabowo subiantogibran rakabuming raka sebagai presiden dan wakil presiden terpilih adapun luhut mengingatkan prabowo untuk tidak membawa sosok toxic atau racun di pemerintahannya nanti ist ,"['menko', 'marves', 'luhut', 'binsar', 'pandjaitan', 'memberi', 'masukan', 'untuk', 'pemerintahan', 'prabowo', 'subiantogibran', 'rakabuming', 'raka', 'sebagai', 'presiden', 'dan', 'wakil', 'presiden', 'terpilih', 'adapun', 'luhut', 'mengingatkan', 'prabowo', 'untuk', 'tidak', 'membawa', 'sosok', 'toxic', 'atau', 'racun', 'di', 'pemerintahannya', 'nanti', 'ist']","['menko', 'marves', 'luhut', 'binsar', 'pandjaitan', 'masukan', 'pemerintahan', 'prabowo', 'subiantogibran', 'rakabuming', 'raka', 'presiden', 'wakil', 'presiden', 'terpilih', 'luhut', 'prabowo', 'membawa', 'sosok', 'toxic', 'racun', 'pemerintahannya', 'ist']",menko marves luhut binsar pandjaitan masukan pemerintahan prabowo subiantogibran rakabuming raka presiden wakil presiden terpilih luhut prabowo membawa sosok toxic racun pemerintahannya ist,Positive
https://t.co/t9iVdlbVdA - Tolak Tawaran Menteri Khofifah Pilih Maju Pilkada Jatim: Khofifah Indar Parawansa menolak tawaran kursi menteri dalam pemerintahan presiden terpilih Prabowo Subianto-Gibran Rakabuming Raka. baca selengkapnya di berita https://t.co/xd8ov5mXQf https://t.co/RtvhHznzuv,  Tolak Tawaran Menteri Khofifah Pilih Maju Pilkada Jatim Khofifah Indar Parawansa menolak tawaran kursi menteri dalam pemerintahan presiden terpilih Prabowo SubiantoGibran Rakabuming Raka baca selengkapnya di berita  ,  tolak tawaran menteri khofifah pilih maju pilkada jatim khofifah indar parawansa menolak tawaran kursi menteri dalam pemerintahan presiden terpilih prabowo subiantogibran rakabuming raka baca selengkapnya di berita  ,"['tolak', 'tawaran', 'menteri', 'khofifah', 'pilih', 'maju', 'pilkada', 'jatim', 'khofifah', 'indar', 'parawansa', 'menolak', 'tawaran', 'kursi', 'menteri', 'dalam', 'pemerintahan', 'presiden', 'terpilih', 'prabowo', 'subiantogibran', 'rakabuming', 'raka', 'baca', 'selengkapnya', 'di', 'berita']","['tolak', 'tawaran', 'menteri', 'khofifah', 'pilih', 'maju', 'pilkada', 'jatim', 'khofifah', 'indar', 'parawansa', 'menolak', 'tawaran', 'kursi', 'menteri', 'pemerintahan', 'presiden', 'terpilih', 'prabowo', 'subiantogibran', 'rakabuming', 'raka', 'baca', 'selengkapnya', 'berita']",tolak tawaran menteri khofifah pilih maju pilkada jatim khofifah indar parawansa menolak tawaran kursi menteri pemerintahan presiden terpilih prabowo subiantogibran rakabuming raka baca selengkapnya berita,Negative
PDIP memang partai pendedam jelas² MK sudah memutuskan Prabowo -Gibran sebagai Presiden dan Wakil Presiden terpilih kok minta MPR tidak boleh melantik dasar ora mutu blas Demokrasi hanya nama partainya saja tapi managemennya otoriter.,PDIP memang partai pendedam jelas MK sudah memutuskan Prabowo Gibran sebagai Presiden dan Wakil Presiden terpilih kok minta MPR tidak boleh melantik dasar ora mutu blas Demokrasi hanya nama partainya saja tapi managemennya otoriter,pdip memang partai pendedam jelas mk sudah memutuskan prabowo gibran sebagai presiden dan wakil presiden terpilih kok minta mpr tidak boleh melantik dasar ora mutu blas demokrasi hanya nama partainya saja tapi managemennya otoriter,"['pdip', 'memang', 'partai', 'pendedam', 'jelas', 'mk', 'sudah', 'memutuskan', 'prabowo', 'gibran', 'sebagai', 'presiden', 'dan', 'wakil', 'presiden', 'terpilih', 'kok', 'minta', 'mpr', 'tidak', 'boleh', 'melantik', 'dasar', 'ora', 'mutu', 'blas', 'demokrasi', 'hanya', 'nama', 'partainya', 'saja', 'tapi', 'managemennya', 'otoriter']","['pdip', 'partai', 'pendedam', 'mk', 'memutuskan', 'prabowo', 'gibran', 'presiden', 'wakil', 'presiden', 'terpilih', 'mpr', 'melantik', 'dasar', 'ora', 'mutu', 'blas', 'demokrasi', 'nama', 'partainya', 'managemennya', 'otoriter']",pdip partai pendedam mk memutuskan prabowo gibran presiden wakil presiden terpilih mpr melantik dasar ora mutu blas demokrasi nama partainya managemennya otoriter,Positive
